Product Id,Review Date,Reviewer,Review,Rating,Location
7924790,10/9/2013,Anonymous,I love this watch I get lots of people say they love it Everyone will notice your watch Very pretty,NULL,from Missouri
7954054,5/7/2013,Monica,"These shoes were beautiful and quite comfy, considering the heel height They seemed to run a little bit large They were true to width, which is unfortunate because my feet run a bit wide I had to return them regretfully But they are wonderful shoes",NULL,from Phoenix
7954052,4/22/2014,Julie,I am in love with these wedge sandals Got them today and walked all around the mall and I was not hurting in any way after hours of walking So cute and comfy To me they fit true to size the 65 is just the right size that I typically wear I highly recommend them Love Love Love,NULL,"from Las Vegas, Nevada"
8020481,10/20/2012,Audrey,"The first pair of these shoes has three issues: the sole fit really uncomfortably that the balls of my feet ache, second the zipper did not auto lock and always came apart when I walked, and third the heels were defective and caved when I walk. I exchanged this shoe for a second pair however on the new pair the zipper doesn't lock and the sole is very uncomfortable. For being such an expensive shoe, Michael should be more concerned about the quality control of their products. Don't buy, you will be disappointed.",NULL,from san francisco
8038228,11/13/2012,Anonymous,The leather is exquisite. Incredibly soft and elegant. I loved everything about this bag and ordered in the other two available colors.,NULL,"from Elberton, GA"
7591987,2/21/2010,Christine,I just bought these boots and I love them! I read other reviews and the neg ones are wrong! I have slim legs and love the way these fit. They are really comfortable and every day I wear them they get more comfortable. The leather is a very soft and I really like the stretch fabric in the back. I receive so many compliments on these boots.,1,from San Francisco
7761463,10/12/2012,Anonymous,Have worn these shoes for 12 hours straight and love them! Will order more just like them in other colors!,NULL,NULL
7439171,10/14/2009,Anonymous,"Love these shoes! They are a great investment. Got them in black patent after already having a pair in another color. They are pretty comfortable considering the height, and they are so cute! (Love MK!) I wore them out all night dancing without feeling like I needed to take them off. Since they are light weight and hold your foot, they really aren+â-ó+ó-é-¼+ó-ä-ót as uncomfortable as they look (and I am very picky about comfort)! Zappos is the best! Awesome service. Thanks!!!",2,from Florida
7646718,7/21/2012,Anonymous,NULL,NULL,"from Aberdeen, SD"
8127067,10/23/2013,Anonymous,"Zappos rocks and so does these shoes I ordered 2 pairs yesterday, one in black leather and another in nude patent leather Zappos delivered them today, within 24 hours, at no extra cost Coming to the shoes, they are awesome They fit true to size and are super comfortable The patent nude has a tiny bit tighter fit, than the black leather But thats pretty common with patent leather in general I am sending the nudes back though, not because of the fit, but because there was a tiny scuff mark on one of them I called customer service, and they were very nice and helpful Had a smooth exchange Expecting the replacement pair tomorrow I wish this did not happen but overall I am happy with the transaction",NULL,"from Millwood, NY"
7648721,1/13/2011,MadgePadge,"This is a beautiful bag. I couldn't make up my mind between the large and medium size, so I ordered them both. Turns out, the large bag was the perfect size for me, and it wasn't too large. I am 5'4"" and it does not look over sized on me. The leather is very soft and I have gotten so many compliments. I have only had the bag for a couple of days, and everyone is noticing my lovely bag. There is plenty of room inside with side pockets for a cell phone and blackberry, etc. I like the leather strip with a key holder at the end. It makes it so easy to locate my keys. I carry a wallet, hair brush, makeup bag, sunglasses and eyeglasses and this bag wasn't too heavy and it didn't look like it was bulging.",1,from Southern CA
7859984,9/16/2012,Michelle R,Nice purse very comfortable has lot of room had to give it 3 stars overall because the straps are squeaky.,NULL,"from Pomona, Ca"
7538193,7/21/2009,Anonymous,"This is the perect watch! My search is over. A little bigger than I am used to, makes it sporty. This watch goes with everything and I never want to take it off...of course its from Zappos so I had a fabulous experience. My next purchase will be the same one in a different color from ZAPPOS! thank you!",2,from CA
7859984,8/12/2013,Serida J,I love this bag I just got it as a birthday gift It has so many different pockets to place your items so you are not not constantly searching around your bag for something Perfect size for everyday use and you will never want to use another bag Im looking to get it in black leather as well Highly recommend Michael Kors rocks,NULL,NULL
8195382,3/11/2014,Amy H,"This is a great bag The only thing thats different than I expected was its very stiff leather I hope it breaks in some Its a big bag, the pockets inside are great and Ive found it to be the perfect size and perfect look",NULL,from New Hope
8121778,1/21/2013,Anonymous,"Greatlooking design on fabric, but fabric itself and the fabrication of the dress are very cheap In fact, the top part is held closed only by a tiny stitch Waist is too high, and Im average size size 10 Although looks great on the model, this dress is not worth the money What youre paying for is the designers name only",NULL,from Baltimore
8171491,8/9/2013,Phyllis,"Very stylish boot perfect for fall before cold weather sets in, with the perforations and all,and the Mk buckle is a nice added touch Im a big MK and I love these boots I got them in black I tried Them on in a store in the Luggage Colorado and I liked them but decided on black Both look good",NULL,from Memphis
7592561,10/21/2010,Julie k,"These fit true to size, but the color is much darker in the photo. They are actually grey, but I like them!",1,"from seattle, land of rain boots"
7859984,10/18/2013,Amanda,"This is my first Michael Kors bag and I have to say I love it It is large enough to let me carry my iPad and a notebook for school The one thing I was worried about was the Vanilla color if it would get dirty easy, normally, Id buy brown but there was something about that Vanilla color that called to me so I bought it I have to say Ive had it for a few weeks and so far it looks as new as the day I received it Also, Zappos you are amazing as always with shipping Thank you",NULL,from New Mexico
7830018,2/6/2012,Anonymous,"I never write reviews, but these are so cute that I felt compelled to make an exception here. These are so much nicer in person than in the picture, and they are perfect for wedge boots. Trendy, good quality, and their Michael Kors! Buy... now...",1,NULL
7830091,7/6/2012,Anonymous,NULL,NULL,from Chicago
7615325,11/18/2010,Anonymous,"These shoes are phenomenal. I've never had such a supportive AND style-functional ballet flat, but these are finally the staple that I've been looking for for years. I want to buy four more pair to last me the rest of my life.They are worth every penny, but a word of warning -- take them to a shoe repair place BEFORE you wear them, and get protective foot pads put onto the soles. It will be worth it and they will last a million times longer. My only regret is not doing that, and because I wear them ALL the time, I'm walking through the (HIGH QUALITY, BEAUTIFUL) leather soles faster than I would like. But I will buy another pair and extend the life of the soles of that pair. As for these, I'll experiment with having them re-soled, and otherwise move on to the next pair in the New Year.",1,"from Washington, DC"
7695332,12/26/2012,T,Great wallet. However the inside lining isn't the metallic gold color as advertised in the pictures. It's actually black and looks better in my opinion. I'd recommend this product.,NULL,"from Tobyhanna, PA"
7335579,4/20/2013,Tgreenaway,"Great sneaker Very comfortable, not to mention different super gals I brought these Great buy well worth the money",NULL,from queens ny
8206874,3/15/2014,Anonymous,These shoes are really comfortable after applying a couple of bandaids around the heel area at first wear I removed some of the gold bling to tone them down a bit and now think they are just right The inside sole is very cushy so with my orthopedics they work well The wide toe box is a plus as well,NULL,from Los Angeles CA
8064642,4/29/2014,Joyce T,"These sandals are so cute and comfortable, except for the placement of the MK logo It digs into the top of my foot, so sending back Very unfortunate",NULL,"from Schaunburg, IL"
8050405,11/7/2012,Anonymous,Awesome buy! Super satisfies with the quality and overall appearance. Shipping was quicker than expected,NULL,NULL
7966642,8/19/2012,Anonymous,"Very poor quality leather. Thin. Won't last a week, let alone a month or a season. Great interior design. I've been told that the interior hardware on the new MK bags chips and flakes. Their quality has gone way down. Avoid these totes until MK brings the quality of the bags back where they used to be.",NULL,NULL
8105405,12/7/2012,Gillian P,Disappointed with the quality of this skirt. It is unlined and flimsy. I ordered the Calvin Klein one also which is lined and much better quality and half the price.,NULL,"from Fleming Island, Florida"
7791970,2/21/2012,Anonymous,"These are beautiful shoes in an amazing color, but they are not too durable. Two weddings later, after being very careful, I have big discolour scuffs that cannot be buffed. The metallic sheen of the leather complete rubs off. So buy them for a special occassion, not a wardrobe staple.",2,NULL
7395771,9/10/2013,Kathleen,"If this belt was made with great leather, it would be the perfect black belt It lasts one to two years and thats it Fits in jean loops and just nice MK should be ashamed of himself for selling a belt with pressed leather, but I will keep buying this belt as it is style",NULL,from Ohio
7907475,1/14/2013,Laraine Z,"I love this wallet It has plenty of space for cards, cash, and change The zipper feature makes sure that nothing falls out of my wallet It was a perfect match to my Michael Kors bag",NULL,from North Massapequa
7830013,1/15/2012,Anonymous,Great bootie! Super soft leather and the heel is just perfect when you don't want to wear high heel boots. Perfect for the office or with jeans.,1,"from Kansas City, Missouri"
8126994,5/8/2013,Anonymous,"These shoes were exactly what I was looking for The heel is lower than it looks which was perfect for being out all night in Vegas The first time I wore them, I was in them for over 8 hours and my feet did hurt a little but I would expcet that with almost any heel Overall, I am very happy with the purchase",NULL,"from Chicago, IL"
8206715,11/1/2013,Anonymous,"Terrific boot, but you will need to add rubber to the bottom of the entire footbed, not just the heel Good for thin calves",NULL,NULL
7907475,3/3/2012,Anonymous,"I just received this MK wallet today in pale gold, and I love it! It adds class and shine to my handbag, and I can't wait to let it out. It sure will draw everyone's attention.",2,NULL
8014864,8/13/2012,Anonymous,"Although many of the plus size styles have much improved I find many of them too long. I may be a plus size but I'm only 5'5"".",NULL,NULL
8067328,5/17/2013,Christina,"This bag was delivered to my office today and the girls who saw me open the box was just as excited as I was This bag is absolutely gorgeous The tangerine color is spot on and beautiful perfect for summer The size is just right not too big, not too small Shipping was super fast, thanks Zapposcom",NULL,"from Hillside, NJ"
7705025,2/10/2012,R. P,These bags are fabulous - I have 4 of them and they are the perfect size for everyday use. The finish is great and it looks more expensive than it is. I am always getting compliments.,2,from Trinidad
8038554,9/18/2012,Marge S,"This purse is awesome! The leather is soft and has a quilted look. The size is perfect, not too small and not too big. My iPad fits too.",NULL,"from Weirsdale, Florida"
8067328,1/30/2013,Tammie,This bag is amazing Roomy without being way too big The color is amazing peony a vibrate pink I would love a matching wallet,NULL,from north Carolina
7705025,4/29/2012,Heidi B,I have finally found the perfect bag! Easy access to my wallet; makeup; eyeglasses and cell phone. This Michael Kors bag is a keeper.,1,"from Massapequa, NY"
7748192,4/5/2011,Anonymous,"he shoes fit fine, as long as I am standing still. I wore these for the first time on a leisurely walk through the park and to a cafe. By the time I was walking to the car, the shoes were in my hands and I was walking barefoot in the parking lot. The front edge falls right on top of the place where my big toe connects to my foot. So when this joint bends to walk, the edge cuts into my skin. It also cut into my heels. It is not because the size was too small. I have always been a true size 8, which is what I ordered. And standing still. The shoe fits perfectly. Very disappointing for such an expensive shoe. They look great, but what is the point if you cannot walk in them?",2,NULL
7749968,1/28/2012,Debra E,"Amazing service and price point the best! Placed the order and the next day it was here! Awesome, highly recommend.",2,"from Tampa, Fl"
7907448,7/19/2012,Monica M,NULL,NULL,"from Washington, D.C"
8127104,7/11/2013,Rebecca,"Runs very small I read the reviews and decided to go up a half size, ordered 7 12, unfortunately too small I recommend going up a full size from what you normally wear I have narrow feet and they felt too tight in straps and too short on my foot However, I loved the shoe, so cute, and it was a beautiful nude color I dont know if the larger size would be more comfortable, but these were not In summary, love the shoes, but too small and uncomfortable Unfortunately, returning them",NULL,"from Baton Rouge, LA"
7859984,7/24/2013,Karen,Love this bag it fits everything you need Handles are very strong and durable There is a lot of pockets which I love ,NULL,from NJ
7707781,9/18/2011,Rachel,I am extremely satisfied with this purchase. It is exactly what the picture looks like (even better) and I get compliments all the time when I wear this watch. I love it.,1,from Chicago
8195417,11/21/2013,Lisa A,"I bought this bag in the summer wore it cycling around town and hiking and it followed me into fall It is great for travel, holds lots of stuff Looks cute with casual clothes and if I need to wear it to work It is lightweight and even when packed it fits comfortably on my back The adjustable straps are absolutely awesome The little sneaky side entrance is great too I love it",NULL,"from Bay Head, NJ"
8067257,2/18/2013,Sarah,Overall its cute Im disappointed when it came in it wasnt in a duster but instead in plastic and mashed up I hope with use it gets less mushed,NULL,NULL
7592561,10/3/2011,Rachel M,"Love these boots. Everywhere I go, people ask me about these rain boots! They are super comfy! I wore these everywhere on my vacation in Iceland and they are so comfy and I did a lot of walking. They are not obnoxiously large in the calf area either! I have serious foot problems and comfort is a big issue, these were extremely comfortable. I did buy generic liners to wear inside but since they are true to size, the liners are unnecessary. Definitely worth the money.",3,from Mendon MA
7934652,11/7/2012,Abby M,"Excellent bag! I purchased this as a work bag and my laptop, papers and personal items fit perfectly. Great quality too! Michael Kors has never let me down! Item arrived the day after I ordered it.",NULL,NULL
8031549,2/1/2013,Anonymous,"I originally planned on purchasing a pair of Hunter boots however, came across these and am so glad I bought them To start, they do not look like a typical rain boot as they are a little more dressy The gold harness strap is gorgeous and the fit was perfect And delivered in 2 days amazing",NULL,from Canada
7907422,1/29/2012,Monica D,Another beautiful MK bag! Love the secure zippered middle section. Very roomy! Love the red -- what a pop of color!,3,from Mesa AZ
7409732,5/13/2008,Michelle,"A little short, but cute The sandal is a little short, meaning the fit is very snug At my normal size 8, the thong pushed right up in between my toes, but a 12 size bigger would have been too big And you dont want this shoe flopping on your foot Im going to keep them because they are amazingly cute I ordered yellow, and they just pop",NULL,"from Lake Worth, FL"
8127099,6/22/2013,Andrea,"Love these sandals They are so cuteand I get so many compliments every time I wear them They do take a little wearing in, and I did get a few blisters the first few times I wore thembut they are totally worth it",NULL,from United States
7592128,4/20/2011,Anonymous,"Not only do these shoes look great, they feel great as well! Although my feet were a tad tired at the end of the day, they weren't in pain nor did they have any blisters from these shoes. At this price, this was an amazing purchase! Definitely fit true to size. And of course, Zappos' shipping is simply the best.",1,from New York
7480209,11/2/2012,Cynthia,"I love these. I'm always on the lookout for a stylish pair of flats but with some foot issues (bunion, bad arches) they frequently are too painful to wear. These are excellent. They look wonderful, they're comfortable on and comfortable to walk in. There's just the right amount of arch support, the right amount of cushioning and the right cut (for my foot, admittedly) that I can wear these for hours and not be in pain at the end of the day.",NULL,from United States
7946689,1/4/2012,Anonymous,"Bought these for the old ball and chain for Christmas, and she loved them! Zappos is great, the service is great, the selection is great, if only I could get them for free then all my problems would be solved....but seriously, it was a great buy because they didn't hurt the wallet too much, the designer is Michael Kors (which girls love), plus the quality was good. Win-win.",2,"from Philadelphia, PA"
7836058,10/27/2011,Melissa,"This bag is gorgeous, I have received so many complements. It's a great addition to anyone's collection.",1,"from Boca Raton, Florida"
7642313,3/25/2013,Judith U,"This is a beautiful watch but only two links can be removed, so it fits loose on my small wrist and constantly slides In addition, it is so heavy that Im not sure Im going to be able to wear it for long periods of time without suffering some skin abrasion Unfortunately, I did not buy the watch from Zappos and cannot return it to the original owner who sold it on ebay My loss",NULL,"from Golden, Colorado"
7480209,6/2/2013,Evelyn C,"If you want an opinion, these shoes are the most comfortable ever In addition, they are stylish and soft",NULL,"from bogota, Colombia"
7480209,2/22/2012,Anonymous,Cute shoe wish it worked for me but way too wide and no support. My house shoes have more support!,1,NULL
7859918,3/19/2012,SP,"I got this as a gift for my wife. The wallet size is just about right, fits into ladies hands. The color/quality and finishing is very good. As seen in the picture (except the one I saw on site had golden lock and got one with silver, but looks very good). This trifold wallet can hold bills without folding with separate coin pocket and room for id card and seven credit cards. My wife loves it.",NULL,from Omaha
7439171,2/9/2013,Anonymous,I am a big fan of this brand It is never disappointing They feature great materials and craftsmanship These tstrap sandals are lovely and flattering This brand runs half a size small I normally wear size 6 I always order 6 in this brand and they fit perfectly,NULL,from Ga
7439171,8/20/2009,Anonymous,These shoes are very comfortable. One shoe seems to be bigger than the other and I never have that problem. I'm ordering another pair so see if it's just a weird fluke. Beautiful crinkle patent. Small platform. I plan to wear with a lot of different looks if I can get both shoes to fit the same.,2,from Indiana
8031269,9/23/2012,Jackie B,"I love these boots! The fit is great, especially in the toe box where I need a smidge extra room. The style is great, the quality is good, I feel like they will last many years. They are also very comfortable. A little tight in the calf, but loosening up with wear, and I think this will help keep them from slouching, which I hate. The gold MK on the harness is a bit blingy, but in the gold-brown color of the boot, it blends in, but I wonder if it would be a bit much in the black? Also, I stand all day and they were still comfortable at the end of the day.",NULL,"from Chicago, IL"
7739371,2/1/2011,Anonymous,"It has a thick band at waist, but that didn't add bulk or draw attention. The fabric is thick and sat very beautifully. Made me look fabulously curvy.",1,from NYC
7761534,7/8/2012,Jeanette A,I love them great buy for great price. At first the logo in the front hurt and bothered but once worn a couple times they will fit just fine.,NULL,"from Miami, FL"
7962302,10/6/2012,Jamie M,Just received this watch. I seem to be in between link sizes with MK watches so the adjustable leather strap give me more than one size option. The face seems a bit lighter than my other MK watches but I'm not sure if it's just the overall weight being less because of the leather strap or if it's a different quality. I'll be taking good care of it so time will tell.,NULL,"from Chicago, IL"
8112203,1/18/2014,Anonymous,"I agree with the first review, I too was a little worried these glasses might be too big for my face I even considered returning them However, I gave them a chance and Im so glad I did They really are chic and they look awesome Zappos is the best I ordered them on a Thursday and by Friday they were in my hands",NULL,NULL
7761448,9/11/2012,Anonymous,"The perfect shoe for work. Not the perfect shoe to walk to work in. The heel can kind of irritate heel when I walk too far in them and they feel like they need to be broken in again, when you don't wear them often enough.",NULL,from Phi
7894019,4/20/2012,Alex T,I love these shoes! I am already pretty tall and this heel is not outrageously tall compared to other wedges. Surprisingly comfortable for hours at a time.,NULL,"from Atlanta, GA"
7966634,2/2/2013,Cecilita76,It is a great bag I strongly recommend this bag to women who carry several things in the bags It can even fit an 11 inch laptop,NULL,"from South Beach, Florida"
7859989,10/11/2013,Anonymous,"This bag is so fab I have it in both vanilla and brown so I have a stylish, substantial carryall for all seasons This bag is a workhorse The handles can be a bit unforgiving if you plan on carrying for long periods of time But for a typical day, its a great style and shape for a lady who likes to have everything at hand",NULL,NULL
7605707,7/5/2012,Ashlee A,"I got this watch for christmas, and i absolutely love it! I, too, have small wrists and this was a great watch that had the big face but didn't overwhelm my wrist. Also, this watch is pretty inexpensive compared to other Michael Kors options, and everyone that has complimented it things it is vastly more expensive than it is. It's a very nice and elegant looking watch for a reasonable price. I also love the gold color! It looks great with anything, and I would recommend this to anyone!",NULL,NULL
7761536,5/5/2012,Anonymous,Love these shoes! Buy 1/2 larger as they do run small. Love the tiger fabric - stylish and comfy!,1,from Rhode island
7761535,4/27/2012,Anonymous,"Love the shoes, super cute. Unfortunately, the inside of the shoe is falling apart, as well as the canvas material on the rim next to the leather is ripping. I've worn them 4 times, so this is disappointing.",1,NULL
8020501,8/1/2012,Anonymous,This shoe runs small. I could not even get my foot in. They reminded me of orange fuzzy slippers. Too bad.,NULL,"from Orlando, FL"
7761536,4/22/2011,Anonymous,This is a gorgeous shoe. It's dressy enough for work and going out but very comfortable. The detailing is beautiful and they fit true to size. I just wish they had them in the beige in my size. Love them!,2,"from Randolph, New Jersey"
7705025,1/8/2012,Anonymous,"I purchased a MK purse last year for my girl friend and was very pleased with it. This purchase was a bit disappointing because I thought it would be bigger than it was. It appeared bigger in the online display (check dimensions before purchasing). My girlfriend was happy with it though! I think it is a really gorgeous tote. It is a high quality item and the workmanship is excellent. It is really stylish, but like most purses and totes these days, are a bit overpriced.",2,NULL
7880731,8/23/2012,Alyssa,I love this watch and I get so many compliments on it! I'm a big MK fan and I absolutely love that Zappos carries the brand!,NULL,from New jersey
7830023,12/8/2011,Briizi,"5 Stars all the way! I can't say enough about these boots! They are beautiful; extremely comfortable for walking all day (up and down stairs), etc.; and make your legs look Fabulous! I do find that they run small. I normally wear a 6.5, but ordered a 7 so I could wear socks with them. The 7 fits as if it were a 6.5. Will not go wrong in ordering these.",2,from Michigan
7178484,11/5/2005,Anonymous,"Great look, poor quality -This is a beautiful LOOKING shoe. If I could design shoes, I would design one that looked just like this. ALTHOUGH, the quality of these is awful. Although they are all leather, including lining and sole, they are made in Brazil (sorry Brazil). As soon I as I received them, there was a gap between the tongue and the side of the shoe. The first time I wore them, the stitching started coming undone! Much to my disappointment, I returned them. I can swallow paying $180 for shoes, but not ones that need repair after being worn ONCE. Unless you are just going to put these babies on display, or only wear them indoors while sitting down, you should not buy these shoes. Shame on Michael Kors for putting his name on such poorly made merchandise. And kudos to Zappos for standing up for the quality of their products and allowing me to return them. Zappos is THE BEST online store there is. They are a model of how customer service should be.",NULL,from Boston
7791957,12/28/2011,Anonymous,"Ordered for my wife for Christmas. The shoes were perfect and fit right. No problems whatsoever and the price was great, better than any place else. I ordered three pairs of other shoes as well and all were priced great and in perfect condition. Best place to buy shoes online!",1,"from Ft. Lauderdale, FL"
7633535,4/27/2011,Kristen,I love these sandals! They look great and I always get compliments on them. They're pretty comfortable for having such a high heel.,1,NULL
8000883,11/12/2012,Dana F,"So cute! Get so many compliments on them, wore them with skinny jeans so far, plan to wear them with skirts also!",NULL,"from Austin, Texas"
7859424,7/23/2012,Anonymous,"Plasticky and uncomfortable, but cute as a button. I have to return them, boo! They hurt!",NULL,from Springboro ohio
7954052,8/11/2012,Anonymous,I love these shoes and they go with everything! I get more compliments on these shoes than any other pair I own.,NULL,NULL
7648740,12/31/2010,Anonymous,This bag is beautiful to look at and even better to wear. I have received several compliments. Thank you Zappos for quick service.,1,"from Queens, NY"
8009879,7/24/2012,Stephanie,"I was looking for a casual summer dress in bright colors. I didn't want to get another maxi, but the colors of this dress (papaya) caught my eye. I wasn't too sure about the horizontal stripes, though. I got the XL (I'm 5'08"", 170) and it fits just perfect. The cut is actually flattering and the stripes are not ""over the top."" I wore it out to dinner and a play and dressed it up with silver hoop earrings, a white moonstone necklace, off white sandals and my white, knock-off Prada bag. I got lots of compliments on it. I plan on wearing it with flat sandals, for running around town. I washed it in cold water, gentle cycle in a large mesh bag and hung it to dry. Use a warm iron to knock out the wrinkles. I love this dress!",NULL,from Chicago
7954052,2/21/2013,Anonymous,"I usually wear a 10 or 11 I ordered these in a 10, but they still felt too big I returned them and ordered a 95 it fits like a glove I would definitely recommend sizing down These shoes are very comfortable for a 4 inch heel Keep in mind the platform is 1 inch, so they wear like a 3 inch heel They have good arch support and are a heel you can actually wear for more than an hour at a time Now I wish it was summer so I could enjoy them As usual, Zappos service was beyond excellent I got them 2 days after I ordered them",NULL,NULL
7439171,5/17/2011,Michele,"This shoe looks fantastic, has enough height on it to look so good and yet you can wear it in comfort. Heel is tapered so it looks skinny but has a good wide base. Bought it originally at full price, in several colors, and have to have another pair because I can! (On sale too!)",1,from CA
8065558,2/15/2013,Anonymous,I love this bag I wanted something that looked elegant for going out instead of a huge work purse The chain hides nicely in the back pocket and I like that it has card slots for ID and credit cards so you can leave the wallet at home Very classy,NULL,"from washington, DC"
7439207,11/4/2008,Anonymous,"1/2 size too small -Love these shoes, but agree with other purchasers - you need to order a 1/2 size larger.",1,"from Churchville, Pennsylvania"
7761463,12/12/2012,Cat,"I love the look and versatility of this shoe. It seemed comfortable, but it felt a half size too small. I'm returning it and trying for a half size larger. Thanks, Zappos, for your awesome customer service!",NULL,NULL
7828130,1/14/2013,Anonymous,"These shoes are comfy, if not a smidge loose I ordered a 65, my usual size My feet are a little wide, not too much I wanted a loafer with a little modern style this fit the bill Looks great with jeans and ankle pants However, I am on the fence because as I was wearing them, I looked down saw that the silver ornamentation on both shoes is crooked More so on one than the other Annoying since the shoes are not inexpensive I looked to see if it could be corrected, but I think would ruin the shoe I saw these elsewhere the silver part was not crooked I do like the shoe, though Im holding off wearing them again until I decide",NULL,from South Florida
7917866,5/20/2012,Anonymous,"Very cute! Fits great and the shirring really helps hide those little imperfect spots. The color is even prettier than the pictures. Even though it's a little on the pricey side, it's really high quality and worth every penny. Highly recommend!!!",NULL,"from Galveston, TX"
7409732,2/27/2014,Anonymous,"Really like this sandal, however the hardware is gold not silver Disappointed with that, but keeping them anyway Should have been written up in the description",NULL,from NJ
8066247,4/10/2013,Anonymous,"I bought this for my mother for her birthday She loves it and I have to say that Im a bit jealous Her iPhone fits perfectly into it, even with a phone case on it And theres plenty of room for everything I also love the fact that you can use it as a wristlet with the removable strap I have a much more expensive designer zip around wallet but I actually like hers better now",NULL,"from Exton, PA"
7648721,8/31/2012,Linda,"Just got this bag and I am delighted! The sand color is gorgeous, it's a combination of a light and dark taupe with some cream thrown in. The gold MK symbol on the strap is perfect. This bag has 4 open pockets on the inside, (which is a cream colored satin w/python accents), a zippered pocket, and a clip strap for keys. The size is just right, I am 5'3 and it is not oversized on me at all. It fits well on my shoulder and closes easily with the magnetic snap. I ordered this bag last night and it arrived at 3:30 today, gotta love ZapposVip shipping!",1,"from Westwood, MA"
8098988,12/28/2012,Karen,I love the look of this watch. The only problem I had was that the crystals around the face were falling out and I didn't have the watch for very long.,NULL,"from Pittsburgh, PA"
8127104,6/10/2013,Cheryl,"This is a very classy sandals,can go from day to evening Its a little bit narrow, I recommend a half size up",NULL,from Atlanta
7860238,3/20/2012,Anonymous,"Beautiful bag- kind of has a simple elegant feel. Wouldn't compare it to Chanel, but it has the simplicity. Actually went back to the store to find the last bag in black.",1,NULL
8031549,1/30/2013,Anonymous,"I have been looking for these boots everywhere since I first saw them at Nordstrom a few months ago When I saw them on here available in my size I didnt waste a single second ordering them They are wonderful boots I also love that they came in the original MK gold box and are STUNNING The only thing I was worried about when I ordered them was whether or not I would be able to wear them with my fleece Hunter brand boot socks because I got them for Christmas and they do not fit in ANY of my boots To my excitement, they fit very comfortable with and without the thick socks An all around 5 star shoe The works of Michael Kors never cease to impress And free overnight shipping I couldnt ask for more",NULL,NULL
7591941,1/29/2012,Anonymous,"These are beautiful shoes. Initially, I thought they were very comfortable but it turns out only for short distances. As I walked in them longer my feet really started to hurt. They were even sore the next day! I'm only going to wear them for very short trips. If I had sized up a half-size, I think they would've been too big (heel would slip out).",1,"from Allentown, PA"
7439171,1/3/2013,Karry,I just received my shoes and absolutely love them They are so comfortable and are exactly the same as in the Michael Kors store,NULL,"from Abbotsford, BC"
8004535,10/4/2012,Anonymous,The main criticism I have of these sunglasses is that they have rather clear lenses. Not only do they not filter out much light but one can see my eyes very clearly through them. One might as well forgo sunglasses altogether. These are purely fashion with little to no function.,NULL,NULL
7824304,11/23/2011,Courtney,"When these boots came in the mail I immediately tried them on and fell in love. It's hard not to love a boot of supple leather that encases your calf and moves with your body. The leather sole exists purely for your own comfort, as if to say ""hey, walk with me, wherever you go I will go."" I was mesmerized when these boots allowed me to add an arch insert without hesitation, as though they became an extension of my own foot. I took them off, placed them on the counter, got down on one knee and proposed marriage to them. I had been hurt in the past by boots, but these were supportive, soft, and so very gentle, I can (and do) wear them every day. I await the day that this union will be recognized by the state of Illinois and the world.",2,"from Chicago, Illinois"
8206835,10/12/2013,Janet,These shoes are gorgeous but too wide for my feet Very odd because I always wear a medium width and never have problems with the fit,NULL,from IL
7902822,7/31/2012,Anonymous,"I love these shoes, They are great. The only thing I would change about them was that they were a bit sturdier. Other than that. I wear them almost everyday of the week- That being said I should order another pair before they are not longer available.",NULL,"from Bay Area, Ca"
8215262,10/9/2013,Jennifer R,"I am very happy with this purchase I purchased a couple of other blouses from Nordstrom made by Vince and Equipment and decided I like this purchase so much better Price, style, comfort Great Fits true to size I normally wear a 2 and ordered the xs and fits perfect Thank You Zapposcom",NULL,"from Scottsdale, AZ"
7830009,12/21/2011,Anonymous,"Love these shoes! They go with everything- perfect with a dress and some tights! The only thing, after wearing them 3 times, the little button on the back of the left shoe fell off! If it weren't for that I would give these shoes 5 stars. Thank God Zappos is so great and are sending out a replacement pair.",2,NULL
7591941,5/30/2012,Trinia G,NULL,NULL,from NC by way of Detroit
7740293,7/14/2011,Anonymous,"I bought these for my granddaughter and she loved them. She adored the sole, and the in-style straps and 'bling'. They did run large as she usually wears a size 5 and she could wear a 4 in these. Very cute!",2,from Michigan
7966663,3/13/2014,Anonymous,Im a guyit was a gift for a girl I received truck loads of brownie points She loved it,NULL,from New Orleans
8065553,11/23/2012,Wanda,"I love this bag, my new favarite MK bag. If you love this bag, get it. It does not lose shape like some other Hamilton bags. It is sleek and classy. I am in love again, the gold one is calling my name in my sleep as well.",NULL,"from Green cove springs, Florida"
7439171,10/14/2009,Anonymous,"Love these shoes! They are a great investment. Got them in black patent after already having a pair in another color. They are pretty comfortable considering the height, and they are so cute! (Love MK!) I wore them out all night dancing without feeling like I needed to take them off. Since they are light weight and hold your foot, they really arent as uncomfortable as they look (and I am very picky about comfort)! Zappos is the best! Awesome service. Thanks!!!",2,from Florida
8003786,4/22/2013,Lisa B,This is a beautiful watch I bought this to add to my Michael Kors watch collection and it has become my favorite already Classic watch face and a very thin designThe simplicity of the deign makes it work with everything from jeans to suits,NULL,from Flower Mound Texas
7954052,3/22/2013,Anonymous,"This is the second pair of these I purchased I have last years in a light chambray and that have worn extremely well and still look great There has been a slight change in the style over last years the toe box is slightly wider and a bit rounder I still love them but the old ones had a slightly more feminine look and less of a chunky look, especially when wearing jeans, which is something I look for being short",NULL,"from Boca Raton, FL"
