"ID","variable","value"
"3540","securities","0"
"3541","securities","1"
"3542","securities","0"
"3543","securities","0"
"3544","securities","0"
"3545","securities","0"
"3546","securities","0"
"3547","securities","0"
"3548","securities","0"
"3549","securities","0"
"3550","securities","0"
"3551","securities","0"
"3552","securities","0"
"3553","securities","0"
"3554","securities","0"
"3555","securities","1"
"3556","securities","0"
"3557","securities","1"
"3558","securities","0"
"3559","securities","0"
"3560","securities","0"
"3561","securities","0"
"3562","securities","0"
"3563","securities","1"
"3564","securities","0"
"3565","securities","0"
"3566","securities","0"
"3567","securities","0"
"3568","securities","0"
"3569","securities","0"
"3570","securities","1"
"3571","securities","0"
"3572","securities","0"
"3573","securities","0"
"3574","securities","0"
"3575","securities","0"
"3576","securities","0"
"3577","securities","0"
"3578","securities","0"
"3579","securities","0"
"3580","securities","1"
"3581","securities","0"
"3582","securities","0"
"3583","securities","0"
"3584","securities","0"
"3585","securities","0"
"3586","securities","0"
"3587","securities","0"
"3588","securities","0"
"3589","securities","0"
"3590","securities","0"
"3591","securities","0"
"3592","securities","0"
"3593","securities","0"
"3594","securities","0"
"3595","securities","0"
"3596","securities","0"
"3597","securities","0"
"3598","securities","0"
"3599","securities","0"
"3600","securities","0"
"3601","securities","0"
"3602","securities","1"
"3603","securities","0"
"3604","securities","0"
"3605","securities",NA
"3606","securities","0"
"3607","securities","0"
"3608","securities","0"
"3609","securities","0"
"3610","securities","0"
"3611","securities","0"
"3612","securities","0"
"3613","securities","1"
"3614","securities","0"
"3615","securities","0"
"3616","securities","0"
"3617","securities","0"
"3618","securities","0"
"3619","securities","0"
"3620","securities","0"
"3621","securities","0"
"3622","securities","0"
"3623","securities","0"
"3624","securities","0"
"3625","securities","0"
"3626","securities","0"
"3627","securities","0"
"3628","securities","0"
"3629","securities","0"
"3630","securities","0"
"3631","securities","0"
"3632","securities","0"
"3633","securities","0"
"3634","securities","0"
"3635","securities","0"
"3636","securities","0"
"3637","securities","0"
"3638","securities","0"
"3639","securities","0"
"3640","securities","1"
"3641","securities","0"
"3642","securities","0"
"3643","securities","1"
"3644","securities","0"
"3645","securities","0"
"3646","securities","1"
"3647","securities","0"
"3648","securities","0"
"3649","securities","0"
"3650","securities","0"
"3651","securities","0"
"3652","securities","0"
"3653","securities","0"
"3654","securities","0"
"3655","securities","0"
"3656","securities","0"
"3657","securities","1"
"3658","securities","0"
"3659","securities","0"
"3660","securities","0"
"3661","securities","0"
"3662","securities","1"
"3663","securities","0"
"3664","securities","0"
"3665","securities","0"
"3666","securities","1"
"3667","securities","0"
"3668","securities","0"
"3669","securities","0"
"3670","securities","0"
"3671","securities","0"
"3672","securities","0"
"3673","securities","0"
"3674","securities","0"
"3675","securities","1"
"3676","securities","0"
"3677","securities","0"
"3678","securities","0"
"3679","securities","0"
"3680","securities","0"
"3681","securities","0"
"3682","securities","0"
"3683","securities","0"
"3684","securities","1"
"3685","securities","0"
"3686","securities","0"
"3687","securities","0"
"3688","securities","0"
"3689","securities","1"
"3690","securities","0"
"3691","securities","0"
"3692","securities","0"
"3693","securities","0"
"3694","securities","0"
"3695","securities","0"
"3696","securities","0"
"3697","securities","0"
"3698","securities","0"
"3699","securities","1"
"3700","securities","0"
"3701","securities","1"
"3702","securities","0"
"3703","securities","0"
"3704","securities","1"
"3705","securities","0"
"3706","securities","0"
"3707","securities","0"
"3708","securities","0"
"3709","securities","0"
"3710","securities","1"
"3711","securities","0"
"3712","securities","0"
"3713","securities","0"
"3714","securities","0"
"3715","securities","0"
"3716","securities","0"
"3717","securities","0"
"3718","securities","0"
"3719","securities","0"
"3720","securities","0"
"3721","securities","0"
"3722","securities","1"
"3723","securities","0"
"3724","securities","0"
"3725","securities","0"
"3726","securities","0"
"3727","securities","0"
"3728","securities","1"
"3729","securities","0"
"3730","securities","0"
"3731","securities","0"
"3732","securities","0"
"3733","securities","0"
"3734","securities","0"
"3735","securities","0"
"3736","securities","0"
"3737","securities","0"
"3738","securities","0"
"3739","securities","0"
"3740","securities","0"
"3741","securities","0"
"3742","securities","0"
"3743","securities","0"
"3744","securities","0"
"3745","securities","0"
"3746","securities","0"
"3747","securities","1"
"3748","securities","0"
"3749","securities","0"
"3750","securities","0"
"3751","securities","0"
"3752","securities","0"
"3753","securities","0"
"3754","securities","0"
"3755","securities","0"
"3756","securities","0"
"3757","securities","0"
"3758","securities","0"
"3759","securities","0"
"3760","securities","0"
"3761","securities","0"
"3762","securities","0"
"3763","securities","0"
"3764","securities","0"
"3765","securities","0"
"3766","securities","0"
"3767","securities","0"
"3768","securities","0"
"3769","securities","0"
"3770","securities","0"
"3771","securities","0"
"3772","securities","0"
"3773","securities","0"
"3774","securities","1"
"3775","securities","0"
"3776","securities","0"
"3777","securities","0"
"3778","securities","0"
"3779","securities","0"
"3780","securities","0"
"3781","securities","0"
"3782","securities","0"
"3783","securities","1"
"3784","securities","0"
"3785","securities","0"
"3786","securities","0"
"3787","securities","0"
"3788","securities","1"
"3789","securities","0"
"3790","securities","0"
"3791","securities","0"
"3792","securities","0"
"3793","securities","0"
"3794","securities","0"
"3795","securities","1"
"3796","securities","0"
"3797","securities","1"
"3798","securities","0"
"3799","securities","0"
"3800","securities","0"
"3801","securities","0"
"3802","securities","0"
"3803","securities","0"
"3804","securities","0"
"3805","securities","0"
"3806","securities","0"
"3807","securities","0"
"3808","securities","0"
"3809","securities","0"
"3810","securities","1"
"3811","securities","0"
"3812","securities","0"
"3813","securities","0"
"3814","securities","0"
"3815","securities","0"
"3816","securities","0"
"3817","securities","0"
"3818","securities","0"
"3819","securities","0"
"3820","securities","0"
"3821","securities","0"
"3822","securities","0"
"3823","securities",NA
"3824","securities","0"
"3825","securities","1"
"3826","securities","0"
"3827","securities","0"
"3828","securities","0"
"3829","securities","0"
"3830","securities","0"
"3831","securities","1"
"3832","securities","0"
"3833","securities","0"
"3834","securities","0"
"3835","securities","0"
"3836","securities","1"
"3837","securities","0"
"3838","securities","0"
"3839","securities","1"
"3840","securities","0"
"3841","securities","0"
"3842","securities","0"
"3843","securities","0"
"3844","securities","0"
"3845","securities","0"
"3846","securities","0"
"3847","securities","0"
"3848","securities","0"
"3849","securities","0"
"3850","securities","1"
"3851","securities","0"
"3852","securities","0"
"3853","securities","1"
"3854","securities","0"
"3855","securities","0"
"3856","securities","1"
"3857","securities","0"
"3858","securities","0"
"3859","securities","0"
"3860","securities","0"
"3861","securities","0"
"3862","securities","0"
"3863","securities","0"
"3864","securities","0"
"3865","securities","0"
"3866","securities","0"
"3867","securities","1"
"3868","securities","0"
"3869","securities","0"
"3870","securities","0"
"3871","securities","0"
"3872","securities","0"
"3873","securities","0"
"3874","securities","0"
"3875","securities","0"
"3876","securities","0"
"3877","securities","0"
"3878","securities","0"
"3879","securities","0"
"3880","securities","0"
"3881","securities","0"
"3882","securities","1"
"3883","securities","0"
"3884","securities","0"
"3885","securities",NA
"3886","securities","0"
"3887","securities","0"
"3888","securities","1"
"3889","securities","0"
"3890","securities","0"
"3891","securities","0"
"3892","securities","0"
"3893","securities","0"
"3894","securities","0"
"3895","securities","0"
"3896","securities","0"
"3897","securities","0"
"3898","securities","0"
"3899","securities","0"
"3900","securities","0"
"3901","securities",NA
"3902","securities","0"
"3903","securities","0"
"3904","securities","0"
"3905","securities","0"
"3906","securities","0"
"3907","securities","0"
"3908","securities","0"
"3909","securities","0"
"3910","securities","0"
"3911","securities","0"
"3912","securities","0"
"3913","securities","0"
"3914","securities","0"
"3915","securities","0"
"3916","securities","0"
"3917","securities","0"
"3918","securities","0"
"3919","securities","1"
"3920","securities","0"
"3921","securities","1"
"3922","securities","0"
"3923","securities","0"
"3924","securities","1"
"3925","securities","0"
"3926","securities","0"
"3927","securities","0"
"3928","securities","0"
"3929","securities","0"
"3930","securities","0"
"3931","securities","0"
"3932","securities","0"
"3933","securities","0"
"3934","securities","0"
"3935","securities","0"
"3936","securities","0"
"3937","securities","1"
"3938","securities","0"
"3939","securities","0"
"3940","securities","0"
"3941","securities","0"
"3942","securities","0"
"3943","securities","0"
"3944","securities","0"
"3945","securities","0"
"3946","securities","0"
"3947","securities","0"
"3948","securities","0"
"3949","securities","0"
"3950","securities","0"
"3951","securities","0"
"3952","securities","0"
"3953","securities","1"
"3954","securities","0"
"3955","securities","0"
"3956","securities","0"
"3957","securities","0"
"3958","securities","0"
"3959","securities","0"
"3960","securities","0"
"3961","securities","0"
"3962","securities","0"
"3963","securities","0"
"3964","securities","0"
"3965","securities","0"
"3966","securities","0"
"3967","securities","0"
"3968","securities","0"
"3969","securities","0"
"3970","securities","0"
"3971","securities","0"
"3972","securities","0"
"3973","securities","0"
"3974","securities","0"
"3975","securities","0"
"3976","securities","0"
"3977","securities","0"
"3978","securities","1"
"3979","securities","0"
"3980","securities","1"
"3981","securities","0"
"3982","securities","1"
"3983","securities","0"
"3984","securities","0"
"3985","securities","0"
"3986","securities","0"
"3987","securities","0"
"3988","securities","0"
"3989","securities","0"
"3990","securities","1"
"3991","securities","0"
"3992","securities","0"
"3993","securities","0"
"3994","securities","0"
"3995","securities","0"
"3996","securities","0"
"3997","securities","0"
"3998","securities","0"
"3999","securities","0"
"4000","securities","0"
"4001","securities","0"
"4002","securities","0"
"4003","securities","0"
"4004","securities","0"
"4005","securities","0"
"4006","securities","1"
"4007","securities","0"
"4008","securities","0"
"4009","securities","0"
"4010","securities","0"
"4011","securities","0"
"4012","securities","0"
"4013","securities","0"
"4014","securities","0"
"4015","securities","0"
"4016","securities","0"
"4017","securities","0"
"4018","securities","0"
"4019","securities","0"
"4020","securities","0"
"4021","securities","0"
"4022","securities","0"
"4023","securities","0"
"4024","securities","0"
"4025","securities",NA
"4026","securities","0"
"4027","securities","0"
"4028","securities","0"
"4029","securities","0"
"4030","securities","1"
"4031","securities","0"
"4032","securities","0"
"4033","securities","0"
"4034","securities","0"
"4035","securities","0"
"4036","securities","0"
"4037","securities","0"
"4038","securities","0"
"4039","securities","0"
"4040","securities","0"
"4041","securities","0"
"4042","securities","1"
"4043","securities","0"
"4044","securities","0"
"4045","securities","1"
"4046","securities","0"
"4047","securities","0"
"4048","securities","0"
"4049","securities","1"
"4050","securities","0"
"4051","securities","0"
"4052","securities","0"
"4053","securities","0"
"4054","securities","0"
"4055","securities","0"
"4056","securities","0"
"4057","securities","0"
"4058","securities","0"
"4059","securities","0"
"4060","securities","0"
"4061","securities","0"
"4062","securities","0"
"4063","securities","0"
"4064","securities","0"
"4065","securities","0"
"4066","securities","0"
"4067","securities","0"
"4068","securities","0"
"4069","securities","0"
"4070","securities","0"
"4071","securities","1"
"4072","securities","0"
"4073","securities","0"
"4074","securities","0"
"4075","securities","0"
"4076","securities","0"
"4077","securities","0"
"4078","securities","1"
"4079","securities",NA
"4080","securities","0"
"4081","securities","0"
"4082","securities","0"
"4083","securities","0"
"4084","securities","0"
"4085","securities","1"
"4086","securities","0"
"4087","securities","1"
"4088","securities","0"
"4089","securities","0"
"4090","securities","0"
"4091","securities","1"
"4092","securities",NA
"4093","securities","0"
"4094","securities","0"
"4095","securities","1"
"4096","securities","0"
"4097","securities","0"
"4098","securities","0"
"4099","securities","0"
"4100","securities","0"
"4101","securities","0"
"4102","securities","0"
"4103","securities","0"
"4104","securities","0"
"4105","securities","0"
"4106","securities","0"
"4107","securities","0"
"4108","securities","0"
"4109","securities","1"
"4110","securities","0"
"4111","securities","0"
"4112","securities","0"
"4113","securities","0"
"4114","securities","0"
"4115","securities","0"
"4116","securities","0"
"4117","securities","0"
"4118","securities","1"
"4119","securities","0"
"4120","securities","0"
"4121","securities","0"
"4122","securities","0"
"4123","securities","0"
"4124","securities","0"
"4125","securities","0"
"4126","securities","0"
"4127","securities","0"
"4128","securities","0"
"4129","securities","0"
"4130","securities","0"
"4131","securities","0"
"4132","securities","0"
"4133","securities","0"
"4134","securities","0"
"4135","securities","0"
"4136","securities","0"
"4137","securities","0"
"4138","securities","0"
"4139","securities","1"
"4140","securities","0"
"4141","securities","0"
"4142","securities","0"
"4143","securities","0"
"4144","securities","0"
"4145","securities","0"
"4146","securities","0"
"4147","securities",NA
"4148","securities","1"
"4149","securities","0"
"4150","securities","0"
"4151","securities","0"
"4152","securities","0"
"4153","securities","0"
"4154","securities","0"
"4155","securities","0"
"4156","securities","0"
"4157","securities","0"
"4158","securities","0"
"4159","securities","0"
"4160","securities","0"
"4161","securities","0"
"4162","securities","0"
"4163","securities","0"
"4164","securities","0"
"4165","securities","0"
"4166","securities","0"
"4167","securities","0"
"4168","securities","0"
"4169","securities","0"
"4170","securities","0"
"4171","securities","0"
"4172","securities","0"
"4173","securities","0"
"4174","securities","0"
"4175","securities",NA
"4176","securities","0"
"4177","securities","0"
"4178","securities","0"
"4179","securities","0"
"4180","securities","0"
"4181","securities","1"
"4182","securities",NA
"4183","securities","0"
"4184","securities","0"
"4185","securities","0"
"4186","securities","0"
"4187","securities","0"
"4188","securities","0"
"4189","securities","0"
"4190","securities","0"
"4191","securities",NA
"4192","securities","0"
"4193","securities","0"
"4194","securities","0"
"4195","securities","0"
"4196","securities","0"
"4197","securities","0"
"4198","securities","1"
"4199","securities","0"
"4200","securities","0"
"4201","securities","0"
"4202","securities","0"
"4203","securities","0"
"4204","securities","0"
"4205","securities","0"
"4206","securities","0"
"4207","securities","0"
"4208","securities","0"
"4209","securities","0"
"4210","securities","0"
"4211","securities","0"
"4212","securities","0"
"4213","securities","0"
"4214","securities","0"
"4215","securities","1"
"4216","securities","0"
"4217","securities",NA
"4218","securities","0"
"4219","securities","0"
"4220","securities","0"
"4221","securities","1"
"4222","securities","0"
"4223","securities","0"
"4224","securities","0"
"4225","securities","1"
"4226","securities","0"
"4227","securities","0"
"4228","securities","1"
"4229","securities","0"
"4230","securities","0"
"4231","securities","0"
"4232","securities","0"
"4233","securities","0"
"4234","securities","0"
"4235","securities","0"
"4236","securities","0"
"4237","securities","0"
"4238","securities","1"
"4239","securities","0"
"4240","securities","0"
"4241","securities","1"
"4242","securities","0"
"4243","securities","0"
"4244","securities","0"
"4245","securities","0"
"4246","securities","0"
"4247","securities","0"
"4248","securities","0"
"4249","securities","1"
"4250","securities","0"
"4251","securities","0"
"4252","securities","0"
"4253","securities","0"
"4254","securities","0"
"4255","securities","0"
"4256","securities","0"
"4257","securities","0"
"4258","securities","0"
"4259","securities","0"
"4260","securities","0"
"4261","securities","0"
"4262","securities","0"
"4263","securities","0"
"4264","securities","0"
"4265","securities",NA
"4266","securities","1"
"4267","securities","0"
"4268","securities","0"
"4269","securities","0"
"4270","securities","0"
"4271","securities","0"
"4272","securities","0"
"4273","securities","0"
"4274","securities","1"
"4275","securities","0"
"4276","securities","0"
"4277","securities","0"
"4278","securities","0"
"4279","securities","0"
"4280","securities","0"
"4281","securities","1"
"4282","securities","0"
"4283","securities","1"
"4284","securities","0"
"4285","securities","0"
"4286","securities","0"
"4287","securities","0"
"4288","securities","0"
"4289","securities","0"
"4290","securities","0"
"4291","securities","0"
"4292","securities","0"
"4293","securities","0"
"4294","securities","0"
"4295","securities","0"
"4296","securities","0"
"4297","securities","0"
"4298","securities","0"
"4299","securities","0"
"4300","securities","0"
"4301","securities","0"
"4302","securities","0"
"4303","securities","0"
"4304","securities","0"
"4305","securities","0"
"4306","securities","1"
"4307","securities","0"
"4308","securities","0"
"4309","securities","0"
"4310","securities","0"
"4311","securities","0"
"4312","securities","0"
"4313","securities","0"
"4314","securities",NA
"4315","securities","0"
"4316","securities","0"
"4317","securities","1"
"4318","securities","0"
"4319","securities","0"
"4320","securities","0"
"4321","securities","0"
"4322","securities","0"
"4323","securities","0"
"4324","securities","1"
"4325","securities","0"
"4326","securities","0"
"4327","securities","0"
"4328","securities","0"
"4329","securities","1"
"4330","securities","0"
"4331","securities","0"
"4332","securities","1"
"4333","securities","0"
"4334","securities","0"
"4335","securities","0"
"4336","securities","0"
"4337","securities","0"
"4338","securities","0"
"4339","securities","0"
"4340","securities","0"
"4341","securities","1"
"4342","securities","0"
"4343","securities","1"
"4344","securities","1"
"4345","securities","0"
"4346","securities","0"
"4347","securities","0"
"4348","securities","0"
"4349","securities","0"
"4350","securities","0"
"4351","securities","0"
"4352","securities","0"
"4353","securities","0"
"4354","securities","0"
"4355","securities","0"
"4356","securities","0"
"4357","securities","0"
"4358","securities",NA
"4359","securities",NA
"4360","securities","0"
"4361","securities","0"
"4362","securities","0"
"4363","securities","0"
"4364","securities","0"
"4365","securities","1"
"4366","securities","0"
"4367","securities","0"
"4368","securities","0"
"4369","securities","1"
"4370","securities","0"
"4371","securities","0"
"4372","securities","0"
"4373","securities","0"
"4374","securities","0"
"4375","securities","0"
"4376","securities","0"
"4377","securities","0"
"4378","securities","0"
"4379","securities","0"
"4380","securities","0"
"4381","securities","0"
"4382","securities","0"
"4383","securities","1"
"4384","securities","0"
"4385","securities",NA
"4386","securities","0"
"4387","securities","0"
"4388","securities","0"
"4389","securities","0"
"4390","securities","1"
"4391","securities","0"
"4392","securities",NA
"4393","securities","0"
"4394","securities",NA
"4395","securities","0"
"4396","securities","0"
"4397","securities","0"
"4398","securities","0"
"4399","securities","0"
"4400","securities","0"
"4401","securities","0"
"4402","securities","0"
"4403","securities","1"
"4404","securities","0"
"4405","securities","0"
"4406","securities","0"
"4407","securities","0"
"4408","securities","0"
"4409","securities","0"
"4410","securities","0"
"4411","securities","0"
"4412","securities","0"
"4413","securities","0"
"4414","securities","0"
"4415","securities","1"
"4416","securities","0"
"4417","securities","0"
"4418","securities","0"
"4419","securities",NA
"4420","securities","0"
"4421","securities","0"
"4422","securities","0"
"4423","securities","0"
"4424","securities","1"
"4425","securities","0"
"4426","securities","0"
"4427","securities","0"
"4428","securities","0"
"4429","securities","1"
"4430","securities","0"
"4431","securities","0"
"4432","securities","0"
"4433","securities","0"
"4434","securities","0"
"4435","securities","0"
"4436","securities","0"
"4437","securities","0"
"4438","securities","0"
"4439","securities","0"
"4440","securities","0"
"4441","securities","0"
"4442","securities","0"
"4443","securities","0"
"4444","securities","0"
"4445","securities","0"
"4446","securities","0"
"4447","securities",NA
"4448","securities","0"
"4449","securities","0"
"4450","securities","0"
"4451","securities","0"
"4452","securities","0"
"4453","securities","0"
"4454","securities","0"
"4455","securities","0"
"4456","securities","1"
"4457","securities","0"
"4458","securities","0"
"4459","securities","0"
"4460","securities","0"
"4461","securities","0"
"4462","securities","0"
"4463","securities","0"
"4464","securities","0"
"4465","securities","0"
"4466","securities","0"
"4467","securities","0"
"4468","securities","0"
"4469","securities","0"
"4470","securities",NA
"4471","securities","0"
"4472","securities","0"
"4473","securities","0"
"4474","securities","0"
"4475","securities","0"
"4476","securities","0"
"4477","securities","0"
"4478","securities","0"
"4479","securities","0"
"4480","securities","0"
"4481","securities","0"
"4482","securities","0"
"4483","securities","0"
"4484","securities","0"
"4485","securities","0"
"4486","securities","0"
"4487","securities",NA
"4488","securities","0"
"4489","securities","0"
"4490","securities","0"
"4491","securities","1"
"4492","securities","0"
"4493","securities","0"
"4494","securities","0"
"4495","securities","0"
"4496","securities","0"
"4497","securities","0"
"4498","securities","1"
"4499","securities","0"
"4500","securities","0"
"4501","securities","0"
"4502","securities","1"
"4503","securities","0"
"4504","securities","0"
"4505","securities","0"
"4506","securities","1"
"4507","securities","0"
"4508","securities","0"
"4509","securities","0"
"4510","securities","0"
"4511","securities","0"
"4512","securities","0"
"4513","securities","0"
"4514","securities","0"
"4515","securities","0"
"4516","securities","0"
"4517","securities","0"
"4518","securities","0"
"4519","securities","0"
"4520","securities","0"
"4521","securities","0"
"4522","securities","0"
"4523","securities","0"
"4524","securities","0"
"4525","securities","0"
"4526","securities","0"
"4527","securities","1"
"4528","securities","0"
"4529","securities","0"
"4530","securities","0"
"4531","securities","0"
"4532","securities","0"
"4533","securities","0"
"4534","securities","0"
"4535","securities","0"
"4536","securities","0"
"4537","securities","0"
"4538","securities","0"
"4539","securities","0"
"4540","securities","0"
"4541","securities","0"
"4542","securities","0"
"4543","securities","1"
"4544","securities","0"
"4545","securities","0"
"4546","securities","0"
"4547","securities","1"
"4548","securities","0"
"4549","securities","0"
"4550","securities","0"
"4551","securities","0"
"4552","securities","0"
"4553","securities","0"
"4554","securities","0"
"4555","securities","1"
"4556","securities","0"
"4557","securities","1"
"4558","securities","0"
"4559","securities","0"
"4560","securities","0"
"4561","securities","0"
"4562","securities","0"
"4563","securities","0"
"4564","securities","1"
"4565","securities","0"
"4566","securities","0"
"4567","securities","0"
"4568","securities","1"
"4569","securities","1"
"4570","securities","1"
"4571","securities","0"
"4572","securities","0"
"4573","securities","0"
"4574","securities","0"
"4575","securities","0"
"4576","securities","0"
"4577","securities","0"
"4578","securities","0"
"4579","securities","0"
"4580","securities","0"
"4581","securities","0"
"4582","securities","0"
"4583","securities","0"
"4584","securities","0"
"4585","securities","0"
"4586","securities","0"
"4587","securities","0"
"4588","securities","0"
"4589","securities","0"
"4590","securities","0"
"4591","securities","0"
"4592","securities","0"
"4593","securities","0"
"4594","securities","0"
"4595","securities","0"
"4596","securities","0"
"4597","securities","0"
"4598","securities","0"
"4599","securities","0"
"4600","securities","0"
"4601","securities","0"
"4602","securities","0"
"4603","securities","0"
"4604","securities","0"
"4605","securities","0"
"4606","securities","0"
"4607","securities","0"
"4608","securities","0"
"4609","securities","0"
"4610","securities","0"
"4611","securities","0"
"4612","securities","0"
"4613","securities","0"
"4614","securities","0"
"4615","securities","0"
"4616","securities","0"
"4617","securities","0"
"4618","securities","0"
"4619","securities",NA
"4620","securities","0"
"4621","securities","0"
"4622","securities","1"
"4623","securities","0"
"4624","securities","0"
"4625","securities","0"
"4626","securities",NA
"4627","securities","0"
"4628","securities","0"
"4629","securities","0"
"4630","securities","0"
"4631","securities","0"
"4632","securities","0"
"4633","securities","0"
"4634","securities","0"
"4635","securities",NA
"4636","securities","1"
"4637","securities","0"
"4638","securities","0"
"4639","securities","0"
"4640","securities","0"
"4641","securities","0"
"4642","securities","0"
"4643","securities","0"
"4644","securities","0"
"4645","securities","0"
"4646","securities","0"
"4647","securities","0"
"4648","securities","0"
"4649","securities","0"
"4650","securities","0"
"4651","securities","0"
"4652","securities","0"
"4653","securities","0"
"4654","securities","0"
"4655","securities","0"
"4656","securities","0"
"4657","securities","1"
"4658","securities","0"
"4659","securities","0"
"4660","securities","0"
"4661","securities","0"
"4662","securities","1"
"4663","securities","0"
"4664","securities","0"
"4665","securities","0"
"4666","securities","0"
"4667","securities","0"
"4668","securities","0"
"4669","securities","0"
"4670","securities","0"
"4671","securities","0"
"4672","securities","0"
"4673","securities","0"
"4674","securities","0"
"4675","securities","1"
"4676","securities","0"
"4677","securities","1"
"4678","securities","0"
"4679","securities",NA
"4680","securities","0"
"4681","securities","0"
"4682","securities","0"
"4683","securities","0"
"4684","securities",NA
"4685","securities","0"
"4686","securities","0"
"4687","securities","0"
"4688","securities","0"
"4689","securities","0"
"4690","securities","0"
"4691","securities","0"
"4692","securities","0"
"4693","securities","0"
"4694","securities","0"
"4695","securities","0"
"4696","securities","0"
"4697","securities","0"
"4698","securities",NA
"4699","securities","0"
"4700","securities","0"
"4701","securities","0"
"4702","securities","0"
"4703","securities","1"
"4704","securities","0"
"4705","securities","0"
"4706","securities","0"
"4707","securities","0"
"4708","securities","1"
"4709","securities","0"
"4710","securities","0"
"4711","securities","0"
"4712","securities","0"
"4713","securities","0"
"4714","securities","0"
"4715","securities","1"
"4716","securities","0"
"4717","securities","1"
"4718","securities","0"
"4719","securities","1"
"4720","securities","0"
"4721","securities","1"
"4722","securities","1"
"4723","securities","0"
"4724","securities","0"
"4725","securities","0"
"4726","securities","0"
"4727","securities","1"
"4728","securities","0"
"4729","securities","0"
"4730","securities","0"
"4731","securities","0"
"4732","securities","0"
"4733","securities",NA
"4734","securities","0"
"4735","securities","0"
"4736","securities","0"
"4737","securities","0"
"4738","securities","0"
"4739","securities","0"
"4740","securities","0"
"4741","securities","0"
"4742","securities","0"
"4743","securities","0"
"4744","securities","0"
"4745","securities","0"
"4746","securities","0"
"4747","securities","0"
"4748","securities","0"
"4749","securities","0"
"4750","securities","0"
"4751","securities","0"
"4752","securities","0"
"4753","securities",NA
"4754","securities","1"
"4755","securities",NA
"4756","securities","0"
"4757","securities","1"
"4758","securities",NA
"4759","securities","0"
"4760","securities","0"
"4761","securities","0"
"4762","securities","0"
"4763","securities","0"
"4764","securities","0"
"4765","securities","0"
"4766","securities","0"
"4767","securities","0"
"4768","securities","1"
"4769","securities","0"
"4770","securities",NA
"4771","securities","0"
"4772","securities","0"
"4773","securities","0"
"4774","securities","0"
"4775","securities","0"
"4776","securities","0"
"4777","securities","0"
"4778","securities","0"
"4779","securities","0"
"4780","securities","0"
"4781","securities","0"
"4782","securities","1"
"4783","securities","0"
"4784","securities","0"
"4785","securities","0"
"4786","securities","1"
"4787","securities","0"
"4788","securities","0"
"4789","securities","0"
"4790","securities","0"
"4791","securities","0"
"4792","securities","0"
"4793","securities","0"
"4794","securities","0"
"4795","securities","0"
"4796","securities","0"
"4797","securities","1"
"4798","securities",NA
"4799","securities","0"
"4800","securities","0"
"4801","securities","0"
"4802","securities","0"
"4803","securities","0"
"4804","securities","0"
"4805","securities","0"
"4806","securities","0"
"4807","securities","0"
"4808","securities","0"
"4809","securities","0"
"4810","securities","0"
"4811","securities","0"
"4812","securities","0"
"4813","securities","0"
"4814","securities","0"
"4815","securities","0"
"4816","securities","0"
"4817","securities","0"
"4818","securities","0"
"4819","securities","0"
"4820","securities","0"
"4821","securities","1"
"4822","securities","0"
"4823","securities","0"
"4824","securities","1"
"4825","securities","0"
"4826","securities","0"
"4827","securities","0"
"4828","securities","0"
"4829","securities","0"
"4830","securities","0"
"4831","securities","0"
"4832","securities","0"
"4833","securities","0"
"4834","securities","0"
"4835","securities","0"
"4836","securities","0"
"4837","securities","0"
"4838","securities","0"
"4839","securities","0"
"4840","securities","0"
"4841","securities","0"
"4842","securities","0"
"4843","securities","0"
"4844","securities","0"
"4845","securities","0"
"4846","securities","0"
"4847","securities","0"
"4848","securities","0"
"4849","securities","0"
"4850","securities","0"
"4851","securities","1"
"4852","securities","0"
"4853","securities","1"
"4854","securities","0"
"4855","securities","0"
"4856","securities","0"
"4857","securities","0"
"4858","securities","0"
"4859","securities","0"
"4860","securities","0"
"4861","securities","0"
"4862","securities","0"
"4863","securities","0"
"4864","securities","0"
"4865","securities","0"
"4866","securities","0"
"4867","securities","0"
"4868","securities","0"
"4869","securities","0"
"4870","securities","0"
"4871","securities","0"
"4872","securities","0"
"4873","securities","0"
"4874","securities","0"
"4875","securities","0"
"4876","securities","0"
"4877","securities","0"
"4878","securities","0"
"4879","securities","0"
"4880","securities","0"
"4881","securities","0"
"4882","securities","0"
"4883","securities","1"
"4884","securities","0"
"4885","securities","0"
"4886","securities","0"
"4887","securities","0"
"4888","securities","0"
"4889","securities","0"
"4890","securities","0"
"4891","securities","0"
"4892","securities","1"
"4893","securities",NA
"4894","securities",NA
"4895","securities","1"
"4896","securities","0"
"4897","securities","0"
"4898","securities","0"
"4899","securities","0"
"4900","securities","0"
"4901","securities","0"
"4902","securities","0"
"4903","securities","0"
"4904","securities","0"
"4905","securities","0"
"4906","securities","0"
"4907","securities","0"
"4908","securities","0"
"4909","securities","0"
"4910","securities","0"
"4911","securities","0"
"4912","securities","0"
"4913","securities","1"
"4914","securities","0"
"4915","securities","0"
"4916","securities","0"
"4917","securities","0"
"4918","securities","1"
"4919","securities","0"
"4920","securities","0"
"4921","securities","0"
"4922","securities","0"
"4923","securities","0"
"4924","securities","0"
"4925","securities","0"
"4926","securities","0"
"4927","securities","0"
"4928","securities","0"
"4929","securities","0"
"4930","securities","0"
"4931","securities","0"
"4932","securities","0"
"4933","securities","0"
"4934","securities","0"
"4935","securities","0"
"4936","securities","0"
"4937","securities","0"
"4938","securities","0"
